MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,price
3.099,27.0,4.1911,1.0875,2465.0,3.0395,33.89,-118.09,166600
4.4934,34.0,5.0609,0.9842,1483.0,3.3476,33.89,-118.1,185600
4.75,37.0,5.1505,0.9806,768.0,3.7282,33.9,-118.1,161900
3.6,37.0,4.3497,0.9563,740.0,4.0437,33.9,-118.1,156400
4.7159,36.0,5.6131,1.0365,498.0,3.635,33.89,-118.1,182100
3.5865,35.0,5.373,1.0973,602.0,3.2541,33.89,-118.1,178000
4.4896,35.0,5.5404,1.0532,1465.0,3.117,33.9,-118.11,184600
3.5052,26.0,4.8355,1.0348,2471.0,2.8633,33.9,-118.11,196000
4.375,35.0,4.8884,0.8455,772.0,3.3133,33.89,-118.11,204700
3.5893,35.0,5.9669,1.1176,868.0,3.1912,33.88,-118.11,276000
3.2069,34.0,4.6018,1.0899,1549.0,2.8422,33.89,-118.11,236500
5.0753,35.0,5.5125,1.1208,1084.0,4.5167,33.9,-118.11,178000
5.1423,36.0,4.8453,1.0,748.0,2.6906,33.9,-118.11,183100
3.8824,36.0,5.1564,1.0948,617.0,2.9242,33.91,-118.11,193100
3.5772,36.0,5.4866,1.0153,749.0,2.8697,33.91,-118.12,207400
3.0,36.0,5.2107,0.9797,1023.0,2.5964,33.91,-118.12,216600
4.7663,38.0,5.566,1.0151,827.0,3.1208,33.9,-118.13,191600
4.4948,36.0,6.4281,1.0327,910.0,2.9739,33.91,-118.13,190600
4.375,37.0,5.3257,0.9771,578.0,3.3029,33.91,-118.14,177600
3.5972,26.0,5.0,1.0979,1150.0,2.6807,33.9,-118.14,225800
3.0703,34.0,4.3713,1.0149,974.0,2.4109,33.91,-118.14,180800
3.1204,32.0,4.5963,1.0951,1371.0,3.181,33.91,-118.14,204200
4.0313,35.0,4.7463,1.0448,1299.0,3.8776,33.91,-118.15,163200
2.9643,38.0,4.3317,0.9856,760.0,3.6538,33.91,-118.15,147400
2.809,20.0,4.3051,1.1133,1855.0,2.8021,33.9,-118.15,144600
2.7339,28.0,4.0572,1.037,2399.0,4.0387,33.9,-118.16,156700
2.9531,28.0,4.3418,1.0981,3013.0,4.477,33.91,-118.16,127100
3.0967,35.0,3.8229,0.921,1415.0,3.8556,33.91,-118.16,144000
3.3182,35.0,3.9048,0.7891,610.0,4.1497,33.91,-118.15,133300
2.3456,25.0,4.0493,1.14,1721.0,3.3945,33.91,-118.15,146100
3.1507,6.0,4.8385,1.1896,2467.0,3.4649,33.91,-118.16,144000
2.8681,12.0,4.2775,1.1628,3215.0,3.7646,33.9,-118.17,114200
3.8,42.0,4.3897,0.8564,748.0,3.8359,33.91,-118.17,145800
3.9333,37.0,4.3576,0.8372,1237.0,3.5959,33.91,-118.17,162300
2.4333,25.0,4.1683,1.078,1177.0,2.8707,33.9,-118.18,155000
3.5461,32.0,3.9672,0.9973,1888.0,5.1585,33.9,-118.18,146400
2.7292,32.0,3.7225,1.0861,933.0,4.4641,33.9,-118.18,143800
3.0909,31.0,4.4028,1.0469,2625.0,4.5573,33.9,-118.18,150900
3.1012,34.0,3.6923,0.9467,1960.0,5.7988,33.9,-118.18,140400
2.1859,38.0,4.4722,1.0463,389.0,3.6019,33.89,-118.16,143800
1.7344,6.0,3.3984,1.1006,1201.0,2.4661,33.89,-118.16,145800
7.2423,52.0,7.875,1.5,47.0,5.875,33.89,-118.17,350000
2.6328,11.0,4.1294,1.008,3637.0,4.1661,33.89,-118.17,160700
2.6742,25.0,4.3289,1.0749,4149.0,3.0463,33.89,-118.18,131900
3.274,30.0,4.8056,1.0803,4196.0,4.5559,33.89,-118.15,148300
2.52,24.0,4.0889,1.0551,2688.0,2.5971,33.88,-118.15,146000
3.407,33.0,4.4019,0.9907,2319.0,3.5842,33.89,-118.15,190800
3.2813,46.0,4.3925,1.0234,599.0,2.7991,33.89,-118.16,190900
2.9779,30.0,4.423,1.0392,1181.0,3.0836,33.88,-118.16,169500
3.4868,36.0,5.2277,1.0086,886.0,2.5533,33.9,-118.13,208400
2.8906,33.0,4.3408,1.026,2368.0,2.8024,33.89,-118.13,204900
2.9292,33.0,4.0667,1.1149,1774.0,2.5163,33.89,-118.14,183400
5.0395,36.0,4.3094,0.8993,361.0,2.5971,33.89,-118.13,225800
3.625,36.0,5.0756,1.0481,788.0,2.7079,33.9,-118.13,195800
3.3375,39.0,4.7388,0.9691,883.0,3.0344,33.9,-118.14,180100
3.9038,35.0,6.178,1.1059,686.0,2.9068,33.9,-118.13,202700
2.9375,35.0,5.1679,1.0847,1885.0,2.8009,33.9,-118.12,206500
2.9293,22.0,3.6594,1.0431,5162.0,2.7472,33.89,-118.12,170800
2.5432,29.0,3.4136,1.0858,2030.0,2.5992,33.89,-118.12,180900
4.125,38.0,4.7734,1.1016,756.0,2.9531,33.9,-118.12,173900
2.6184,25.0,3.623,1.1455,983.0,2.0143,33.88,-118.12,243800
3.1923,40.0,4.3088,1.0496,1305.0,2.3989,33.88,-118.12,191900
2.2027,32.0,3.2301,1.0711,1981.0,2.0722,33.88,-118.13,192700
2.7121,29.0,4.1637,1.087,1723.0,2.5413,33.89,-118.13,165500
4.9107,37.0,4.7695,0.9794,740.0,3.0453,33.89,-118.14,179600
4.5735,39.0,5.2848,1.0273,1048.0,3.1758,33.89,-118.14,195500
4.0507,30.0,4.8163,1.0761,1662.0,3.0835,33.88,-118.14,179500
4.1708,33.0,4.6642,1.0299,866.0,3.2313,33.89,-118.14,175000
4.3646,41.0,4.4897,1.0059,1119.0,3.2815,33.88,-118.14,161400
2.6641,24.0,3.7514,1.1146,2085.0,2.3666,33.88,-118.14,168200
3.3713,29.0,4.3598,1.0681,1747.0,2.8314,33.87,-118.15,198200
4.0911,19.0,4.8021,1.0615,1761.0,2.6402,33.88,-118.11,239700
4.6713,33.0,4.6431,0.8552,795.0,2.6768,33.87,-118.11,231800
5.0417,15.0,5.2654,0.9676,1772.0,2.8673,33.87,-118.11,240800
2.5057,21.0,3.8526,1.1064,1919.0,1.9642,33.87,-118.12,156300
3.0795,36.0,5.1571,1.0381,557.0,2.6524,33.88,-118.12,218400
3.5278,32.0,3.8785,0.9957,1131.0,2.4534,33.88,-118.13,166100
3.3304,20.0,4.4258,1.056,2326.0,2.8297,33.87,-118.13,194600
3.0989,21.0,4.0133,1.0752,4396.0,2.6659,33.87,-118.14,171400
5.7619,17.0,5.6354,0.9824,3059.0,3.5862,33.88,-118.04,297300
6.299,17.0,6.478,1.0879,1387.0,3.8104,33.87,-118.04,285800
6.5901,17.0,6.7294,1.0047,3844.0,3.5993,33.88,-118.06,337400
5.8855,18.0,6.5358,1.0252,2952.0,3.9151,33.87,-118.05,313800
5.748,16.0,6.0914,1.0185,2668.0,3.2938,33.88,-118.07,284200
4.2619,17.0,4.5935,1.0286,1422.0,2.7137,33.88,-118.07,139700
6.1968,18.0,6.3109,0.9715,1303.0,3.3756,33.88,-118.07,344700
5.7652,18.0,6.6896,1.0923,1945.0,3.8212,33.87,-118.07,299100
5.8733,17.0,5.8523,0.9922,1378.0,3.5699,33.86,-118.08,287000
6.2427,19.0,6.4463,1.0257,2621.0,3.9652,33.85,-118.08,288700
5.6818,17.0,6.3316,0.9706,2104.0,3.6339,33.86,-118.07,338900
7.0113,16.0,6.6862,1.0745,2196.0,3.8936,33.85,-118.07,319700
5.0778,16.0,6.2744,1.0504,3045.0,3.4099,33.86,-118.06,293700
5.4089,16.0,4.728,1.0381,1985.0,3.2919,33.86,-118.05,265600
5.93,16.0,5.9587,1.0155,1368.0,3.5349,33.87,-118.03,277600
5.6917,18.0,6.0629,1.0773,2794.0,3.6619,33.87,-118.04,275100
7.2628,21.0,6.1064,0.9298,1671.0,3.5553,33.86,-118.04,322700
6.5513,16.0,6.7747,0.9899,1377.0,3.4861,33.86,-118.05,350400
6.0142,16.0,6.8906,1.0312,2527.0,3.5895,33.85,-118.06,437400
6.5515,18.0,6.5521,0.9943,4276.0,3.4821,33.88,-118.1,319600
4.3397,21.0,5.3732,1.0986,1588.0,2.7958,33.86,-118.1,268100
6.3093,19.0,6.0372,1.0193,5026.0,3.7368,33.85,-118.09,286500
5.7039,19.0,5.6743,0.9943,572.0,3.2686,33.85,-118.1,277600
3.6417,27.0,4.2629,1.0236,1840.0,2.5591,33.88,-118.08,208100
3.8654,27.0,5.5009,1.1199,1887.0,3.328,33.88,-118.09,195300
3.5562,32.0,5.0528,1.0722,1679.0,4.6639,33.89,-118.07,146000
4.0,33.0,5.0023,1.0211,2045.0,4.8005,33.89,-118.08,145700
3.825,27.0,4.5245,0.9118,1014.0,4.9706,33.88,-118.08,159500
3.2639,30.0,3.8327,1.0464,2685.0,5.4133,33.88,-118.08,120100
5.1645,26.0,5.48,0.9818,931.0,3.3855,33.88,-118.08,244900
4.1406,23.0,4.5612,0.9928,2012.0,3.6187,33.87,-118.08,200800
3.6339,28.0,5.5921,1.0163,1613.0,3.7599,33.87,-118.07,220100
3.9837,31.0,5.0187,1.0445,2098.0,3.01,33.87,-118.09,246000
3.7091,31.0,6.2352,1.0975,1703.0,3.6081,33.86,-118.07,225900
3.425,28.0,5.4212,1.0667,1347.0,4.0818,33.86,-118.07,189700
3.2679,26.0,4.1828,0.9301,539.0,2.8978,33.86,-118.08,236500
3.5268,29.0,4.4233,1.0624,1969.0,2.6716,33.86,-118.08,215500
3.3333,29.0,4.1048,0.9476,684.0,2.7581,33.86,-118.08,198800
3.625,31.0,4.0084,1.0118,2042.0,3.4435,33.84,-118.08,170400
4.8448,31.0,5.255,1.0452,1806.0,3.2658,33.84,-118.08,194600
4.54,23.0,5.3479,1.103,2380.0,2.8848,33.84,-118.09,213100
4.7917,27.0,4.9812,0.9219,1061.0,3.3156,33.84,-118.09,217700
6.0,22.0,4.8843,0.9444,682.0,3.1574,33.85,-118.08,191300
3.7961,28.0,4.7054,1.058,2997.0,3.3449,33.84,-118.08,162700
3.3438,25.0,4.2977,1.1081,2827.0,3.2872,33.84,-118.08,153300
4.7953,26.0,4.8434,1.0118,4367.0,3.039,33.84,-118.06,210900
4.0542,20.0,4.7222,1.0301,3841.0,3.2142,33.84,-118.06,168400
5.7965,27.0,6.2161,1.0286,1660.0,2.9643,33.82,-118.07,228200
6.2519,26.0,7.3305,1.012,1644.0,2.8296,33.82,-118.08,345700
2.7759,30.0,4.1676,1.059,2727.0,5.1943,33.83,-118.08,136800
2.8095,30.0,4.0616,1.0046,3412.0,5.2573,33.82,-118.08,118300
2.5978,17.0,4.3169,1.0457,3868.0,3.4628,33.83,-118.07,142900
5.3889,33.0,6.0789,1.0433,1229.0,3.1272,33.86,-118.11,234900
4.2,35.0,4.4982,0.9032,685.0,2.4552,33.86,-118.11,226900
4.3194,44.0,5.7641,1.1061,1277.0,2.7641,33.86,-118.12,199500
3.0405,43.0,4.6657,1.0143,837.0,2.3914,33.87,-118.12,188000
4.6765,45.0,5.4441,1.0169,735.0,2.4915,33.87,-118.13,198400
4.4,45.0,5.1562,1.0,645.0,2.5195,33.86,-118.13,209500
3.5833,45.0,5.4244,0.9971,919.0,2.6715,33.86,-118.13,200200
4.3942,44.0,5.2069,0.9875,985.0,3.0878,33.87,-118.14,219500
5.0,43.0,5.3131,0.9646,1071.0,2.7045,33.86,-118.14,208900
4.625,44.0,6.1631,1.103,745.0,3.1974,33.86,-118.14,213400
4.8667,44.0,5.9906,1.0986,538.0,2.5258,33.86,-118.14,218300
5.084,44.0,5.6784,0.9576,799.0,2.8233,33.87,-118.14,214100
4.8942,36.0,5.074,1.0032,827.0,2.6592,33.86,-118.15,194100
4.4934,34.0,6.2254,1.0699,1385.0,3.5881,33.86,-118.15,213800
3.0114,33.0,4.6681,1.1178,1634.0,3.4989,33.88,-118.16,167000
3.0685,33.0,4.1559,0.9667,1673.0,2.9299,33.87,-118.15,181800
2.6406,32.0,3.8787,0.9854,1363.0,2.8515,33.87,-118.16,156700
1.9903,18.0,4.2588,1.2328,1804.0,3.3594,33.88,-118.16,170300
3.0052,29.0,4.4536,1.1257,590.0,3.224,33.88,-118.17,166700
3.0893,42.0,4.6866,1.057,1161.0,3.3077,33.88,-118.17,162700
4.625,47.0,5.069,1.0632,536.0,3.0805,33.88,-118.18,163000
4.7361,44.0,5.519,1.1266,783.0,3.3038,33.88,-118.18,167700
3.1713,42.0,4.6427,1.004,1832.0,3.6567,33.88,-118.18,161000
2.5417,27.0,3.866,1.1176,2571.0,2.1143,33.87,-118.19,184100
2.875,35.0,4.5829,1.1295,1166.0,3.0207,33.87,-118.19,178300
3.7031,42.0,5.01,1.0802,1060.0,2.6566,33.86,-118.19,167100
3.4375,46.0,4.0443,0.9712,1200.0,2.6608,33.86,-118.19,156700
2.7045,38.0,4.4545,1.1619,1449.0,3.2129,33.86,-118.19,155400
2.2381,35.0,4.1808,1.0923,774.0,2.8561,33.86,-118.19,137500
3.1215,36.0,3.8563,1.046,1659.0,3.1782,33.86,-118.19,153600
2.6465,27.0,3.4408,1.0919,1690.0,2.1285,33.86,-118.2,160200
3.6987,42.0,5.2969,1.1747,628.0,2.7424,33.87,-118.19,152100
4.2083,40.0,5.1641,1.0517,1188.0,3.6109,33.88,-118.2,147300
3.2368,40.0,4.2681,1.0507,2858.0,4.142,33.88,-118.2,136900
2.0125,31.0,3.6694,1.1488,1405.0,3.8705,33.88,-118.21,143000
3.225,32.0,4.3057,1.0829,1082.0,3.0914,33.88,-118.21,138200
2.525,26.0,3.316,0.9528,757.0,3.5708,33.87,-118.2,155500
3.9469,42.0,4.6751,0.9779,1052.0,3.3186,33.87,-118.2,158200
4.2135,36.0,5.8864,1.0341,974.0,3.6894,33.87,-118.2,161400
3.5646,40.0,4.5933,1.0951,1821.0,3.3974,33.87,-118.17,162600
3.025,44.0,4.4297,1.0312,1091.0,2.8411,33.86,-118.17,162300
3.0319,49.0,4.4023,1.0114,1339.0,3.0432,33.87,-118.17,162800
3.765,48.0,4.5894,1.0346,1395.0,2.8354,33.87,-118.17,164800
2.9803,45.0,4.6476,1.0881,1404.0,3.0925,33.87,-118.17,165900
3.4408,44.0,4.8679,1.0501,1126.0,2.5649,33.87,-118.18,172900
4.0658,44.0,4.5235,0.9901,1056.0,2.6074,33.87,-118.18,175100
3.7527,38.0,4.4106,1.0364,1627.0,2.6937,33.87,-118.18,161900
2.5068,26.0,4.2407,1.0674,4066.0,2.6098,33.86,-118.16,156300
2.9886,10.0,3.3753,1.0304,1369.0,2.7769,33.86,-118.17,175000
3.07,39.0,4.28,1.0019,1670.0,3.181,33.85,-118.17,173000
3.6897,38.0,4.3221,1.0361,2416.0,2.9038,33.85,-118.18,169800
3.6719,43.0,4.4821,1.0505,1674.0,2.7264,33.86,-118.18,161300
2.375,39.0,4.5561,1.1402,1702.0,2.6511,33.86,-118.18,160800
2.3804,40.0,3.872,1.0179,954.0,2.8393,33.86,-118.17,158000
4.2062,37.0,5.4419,0.9961,652.0,2.5271,33.86,-118.14,195400
2.7268,30.0,4.1969,1.1,2144.0,2.2103,33.85,-118.15,218100
4.1439,36.0,6.1325,1.0641,606.0,2.5897,33.85,-118.15,212600
4.0781,36.0,5.6053,0.9737,699.0,2.6278,33.85,-118.15,217300
2.4659,32.0,5.3564,1.1385,1069.0,2.1772,33.86,-118.15,209000
4.0714,36.0,5.5816,0.9895,1315.0,2.751,33.85,-118.16,215600
4.0815,36.0,5.8378,1.0,952.0,2.8083,33.85,-118.16,216200
5.1805,37.0,5.4697,1.0291,1183.0,2.8644,33.86,-118.13,201600
4.6019,36.0,5.2357,1.0323,1128.0,2.799,33.85,-118.13,208400
3.55,36.0,4.6543,0.9654,1049.0,2.5901,33.85,-118.13,212800
4.8571,36.0,5.3273,1.045,934.0,2.8048,33.86,-118.14,203300
5.0106,36.0,5.5292,1.0552,845.0,2.7435,33.86,-118.14,210800
5.2639,28.0,6.0235,1.0021,1352.0,2.8827,33.85,-118.1,242000
5.9493,36.0,5.7315,0.9844,713.0,2.7743,33.85,-118.1,228000
4.6429,36.0,6.0892,1.0127,416.0,2.6497,33.85,-118.1,223700
4.125,36.0,5.6497,1.0382,482.0,3.0701,33.85,-118.11,219500
4.8393,36.0,6.2481,1.0052,1138.0,2.9406,33.85,-118.11,216300
4.9904,36.0,6.0044,1.0633,1386.0,3.0262,33.86,-118.11,221700
4.8516,34.0,5.3434,1.0783,972.0,2.4545,33.86,-118.12,213600
4.3661,37.0,5.3721,0.9418,1333.0,2.7713,33.85,-118.12,219900
4.6908,37.0,5.9799,1.0251,1101.0,2.7594,33.85,-118.12,218200
5.296,35.0,6.8061,1.0228,924.0,3.5133,33.84,-118.1,226200
4.7222,36.0,6.0031,0.9906,850.0,2.6646,33.84,-118.1,225800
4.0603,37.0,6.1647,1.0449,825.0,2.4701,33.83,-118.1,225200
5.5767,36.0,5.9931,0.9965,820.0,2.8472,33.83,-118.11,218100
4.5417,36.0,6.2032,1.0757,697.0,2.7769,33.84,-118.1,219600
5.1836,36.0,5.9263,0.97,1318.0,3.0369,33.84,-118.1,219700
3.7813,36.0,6.6346,1.0481,316.0,3.0385,33.84,-118.1,209100
4.8594,37.0,6.4816,1.1102,692.0,2.8245,33.84,-118.11,220300
5.5581,36.0,6.1185,1.0348,798.0,2.7805,33.84,-118.11,218300
4.4423,37.0,5.6844,1.0133,1047.0,2.7772,33.84,-118.12,216000
5.0719,37.0,5.6849,0.9706,1331.0,2.7962,33.84,-118.12,220000
4.625,36.0,5.4796,0.9592,496.0,2.5306,33.84,-118.11,217400
4.875,36.0,5.4784,0.946,717.0,2.5791,33.84,-118.11,218900
4.2703,36.0,5.9666,1.0134,964.0,3.2241,33.83,-118.11,220900
4.3594,44.0,5.843,1.0717,691.0,2.3584,33.83,-118.12,221300
4.1094,37.0,5.831,1.0376,565.0,2.6526,33.84,-118.12,215800
4.8438,36.0,5.6269,0.9885,722.0,2.7769,33.84,-118.11,226300
3.5465,35.0,4.4829,1.0045,1584.0,2.3607,33.84,-118.13,213200
4.2841,46.0,6.5214,1.1471,944.0,2.5241,33.84,-118.13,312400
4.2917,44.0,4.9709,0.968,786.0,2.2849,33.83,-118.13,314700
3.2024,43.0,4.9114,1.0233,876.0,2.042,33.84,-118.14,339400
6.3364,48.0,6.4676,1.0034,881.0,3.0068,33.84,-118.13,307400
4.575,45.0,5.5789,1.0556,890.0,2.6023,33.84,-118.14,336000
4.4286,44.0,5.0132,1.0198,1316.0,2.168,33.84,-118.14,254900
4.933,36.0,6.3737,1.0276,1322.0,2.8068,33.84,-118.14,228900
7.6526,29.0,7.0143,1.0143,894.0,2.5616,33.84,-118.15,481300
4.8013,36.0,6.0101,0.9879,1360.0,2.7364,33.84,-118.15,224100
3.75,37.0,6.2573,1.0456,635.0,2.6349,33.84,-118.15,221300
4.1538,36.0,5.7642,1.0189,1199.0,2.8278,33.84,-118.16,218800
3.6447,36.0,6.0995,1.0588,643.0,2.9095,33.84,-118.16,211000
3.8646,36.0,4.9754,1.007,1462.0,2.5694,33.84,-118.16,214600
5.0719,36.0,6.3248,1.0456,1002.0,2.8547,33.84,-118.16,219500
4.2218,37.0,5.3516,1.0202,1956.0,2.8184,33.85,-118.17,200500
3.4605,45.0,4.5761,0.9881,791.0,2.3612,33.84,-118.17,186600
2.726,29.0,3.7075,1.0786,2515.0,1.9772,33.84,-118.17,208700
5.0787,45.0,5.7906,1.025,945.0,2.9531,33.84,-118.17,219200
4.1023,45.0,5.9558,1.0708,880.0,2.5959,33.83,-118.17,217300
3.975,40.0,4.6458,1.0411,1285.0,2.2987,33.85,-118.18,213800
2.9798,35.0,4.8625,1.0103,591.0,2.0309,33.84,-118.18,315600
4.1771,44.0,4.9207,1.0396,1396.0,2.5153,33.84,-118.19,219100
2.25,24.0,4.4982,1.1722,537.0,1.967,33.84,-118.19,192000
0.7007,30.0,3.64,1.0243,2086.0,2.98,33.85,-118.18,134400
3.8819,44.0,4.3953,1.0814,1378.0,3.2047,33.85,-118.18,143200
2.2417,30.0,3.4201,1.0271,2678.0,2.5924,33.85,-118.19,151900
3.8026,49.0,3.9449,0.9559,725.0,2.6654,33.85,-118.19,149700
3.2798,45.0,4.0662,1.0523,773.0,2.6934,33.85,-118.19,150300
2.3041,33.0,3.6529,1.0443,2286.0,3.2657,33.85,-118.2,149100
2.4844,46.0,4.3217,1.0769,1360.0,3.1702,33.85,-118.2,158200
2.7813,35.0,5.0745,1.161,1953.0,2.9106,33.84,-118.2,159200
7.2096,35.0,6.4099,1.0515,1305.0,2.2384,33.83,-118.2,490300
6.4468,43.0,5.9482,0.9257,1011.0,2.277,33.83,-118.19,444200
4.9,42.0,5.9298,1.204,815.0,2.7258,33.83,-118.19,406300
4.8693,45.0,5.9868,1.043,800.0,2.649,33.83,-118.17,277700
4.3125,46.0,6.1351,0.964,531.0,2.3919,33.83,-118.17,290500
5.0052,44.0,5.4635,1.0109,542.0,1.9781,33.83,-118.18,321800
4.2411,45.0,5.5616,0.9928,591.0,2.1413,33.83,-118.18,371700
3.3125,39.0,5.5895,1.1497,1330.0,2.0525,33.83,-118.18,425500
3.835,43.0,4.7691,1.013,1063.0,1.9795,33.84,-118.18,418600
5.5106,50.0,5.51,1.0645,1513.0,2.3241,33.82,-118.17,252200
4.1354,52.0,5.2029,1.0184,1152.0,2.3607,33.82,-118.17,268200
4.1301,52.0,5.6962,1.0732,1030.0,2.2838,33.83,-118.18,268400
3.7895,52.0,5.95,1.0727,943.0,2.1432,33.82,-118.18,254000
4.25,43.0,4.1765,0.9559,167.0,2.4559,33.82,-118.18,207500
3.5871,30.0,4.0985,1.0073,1032.0,1.8832,33.83,-118.19,347100
3.5521,19.0,3.4538,1.0468,1914.0,2.2386,33.82,-118.19,290000
4.6042,21.0,5.3595,1.0762,913.0,2.1738,33.82,-118.2,272200
5.2606,43.0,5.6346,1.1122,954.0,3.0577,33.82,-118.2,198900
4.6364,11.0,3.9457,0.9186,422.0,1.9095,33.82,-118.19,156300
4.4559,21.0,4.7786,1.112,1038.0,2.7031,33.81,-118.19,198500
4.95,43.0,5.6957,1.0851,1525.0,2.8828,33.81,-118.2,194000
2.4286,34.0,3.7728,1.0323,2217.0,2.9798,33.82,-118.2,204800
2.5833,23.0,2.5576,1.0456,804.0,2.1555,33.81,-118.19,181300
3.4808,45.0,4.8912,0.9223,533.0,2.7617,33.81,-118.2,206900
4.6458,46.0,5.7593,1.0539,742.0,3.0788,33.81,-118.2,212100
5.3096,47.0,5.5881,1.0405,1219.0,2.9024,33.81,-118.2,209900
2.8438,34.0,4.621,1.0699,1444.0,3.8817,33.82,-118.21,139300
3.3214,43.0,4.4363,0.9755,764.0,3.7451,33.81,-118.21,162200
3.0882,40.0,4.3947,1.0363,1807.0,4.3753,33.81,-118.21,160700
3.5054,33.0,3.9938,0.9719,1157.0,3.6156,33.82,-118.21,146800
3.6086,30.0,3.9161,1.0932,1779.0,4.1469,33.82,-118.22,146300
4.9562,45.0,5.1124,1.0337,394.0,4.427,33.82,-118.21,165700
4.3424,43.0,5.2618,1.0419,723.0,3.7853,33.82,-118.21,162500
1.9311,17.0,4.2314,1.0521,3030.0,2.3934,33.82,-118.22,138100
3.6923,45.0,5.0841,1.012,1255.0,3.7688,33.81,-118.21,159700
3.8586,45.0,4.6804,1.0258,1524.0,3.9278,33.81,-118.21,157900
3.3988,38.0,4.5583,1.1012,1345.0,4.1258,33.81,-118.22,147800
3.7885,41.0,3.9672,0.9071,602.0,3.2896,33.81,-118.22,156900
2.7308,45.0,4.3123,1.0186,1095.0,4.0706,33.8,-118.21,139000
3.2778,41.0,4.5,1.0036,1053.0,3.7878,33.8,-118.21,150800
3.7708,36.0,3.8131,1.0297,1291.0,3.8309,33.8,-118.22,157100
3.875,33.0,4.5091,1.0841,1764.0,4.0091,33.8,-118.22,165100
2.3,28.0,5.047,1.0554,2537.0,4.2567,33.79,-118.22,137500
2.3605,39.0,4.005,1.1479,1691.0,4.2381,33.79,-118.21,141800
2.1397,32.0,3.5943,1.0907,2557.0,4.5498,33.79,-118.21,145300
4.25,44.0,4.5927,0.9272,984.0,3.2583,33.8,-118.21,143100
1.9848,38.0,3.8286,1.1333,1535.0,2.9238,33.8,-118.19,160400
1.8109,29.0,3.8052,1.1926,2994.0,3.2579,33.79,-118.19,137500
2.9514,47.0,3.9333,1.0,569.0,2.9179,33.79,-118.2,185200
2.7183,48.0,3.9054,1.0983,1807.0,3.3525,33.79,-118.2,190400
3.0135,47.0,4.2063,1.033,1388.0,2.2904,33.79,-118.2,192700
2.8988,52.0,4.1535,1.0349,1090.0,2.5349,33.8,-118.2,194900
2.9943,41.0,3.8288,1.0649,1604.0,2.8901,33.8,-118.19,190600
2.5012,42.0,4.1837,1.0475,2749.0,2.5128,33.8,-118.2,197500
3.9792,45.0,5.4578,1.1,1300.0,2.8889,33.8,-118.2,210200
4.0074,52.0,4.368,0.9351,614.0,2.658,33.8,-118.2,200800
2.0579,42.0,4.1016,1.107,2114.0,3.7683,33.8,-118.18,132700
2.1985,36.0,3.5403,1.1096,2635.0,4.0107,33.8,-118.19,141800
1.6384,42.0,3.7674,1.0432,1631.0,3.9113,33.79,-118.18,128000
1.7938,41.0,3.9962,1.1569,2357.0,4.4556,33.79,-118.19,142600
1.6792,43.0,3.2554,1.0714,2339.0,4.1768,33.79,-118.19,130600
1.7689,30.0,3.9566,1.097,2951.0,4.2706,33.8,-118.18,117600
1.55,36.0,3.1495,1.0066,1042.0,3.4618,33.79,-118.17,100000
3.5,43.0,5.2871,1.122,1042.0,2.4928,33.82,-118.18,216700
1.75,27.0,4.9062,1.375,315.0,3.2812,33.81,-118.18,154200
5.1806,9.0,4.4164,1.0347,1530.0,1.8959,33.8,-118.16,175000
3.233,25.0,4.6336,1.0729,3010.0,2.553,33.79,-118.16,199100
3.5313,26.0,4.3415,1.0383,883.0,2.4126,33.8,-118.17,187500
3.0513,15.0,4.7569,1.164,1591.0,3.1443,33.8,-118.18,148100
5.0424,45.0,5.5404,0.9754,687.0,2.4105,33.83,-118.12,225900
4.8917,45.0,5.9181,1.1297,797.0,2.7201,33.83,-118.12,222800
4.1375,43.0,5.1812,0.9597,701.0,2.3523,33.82,-118.12,226000
3.2794,42.0,5.5918,1.0375,671.0,2.5131,33.82,-118.12,224500
5.5449,44.0,5.7007,0.9859,815.0,2.8697,33.82,-118.13,232200
4.3056,44.0,6.134,1.055,779.0,2.677,33.82,-118.13,228600
5.5196,45.0,5.4444,1.0123,1474.0,2.5996,33.83,-118.13,227600
4.875,36.0,5.6096,0.996,702.0,2.7968,33.83,-118.1,222500
5.1171,36.0,6.6455,1.0591,664.0,3.0182,33.83,-118.11,225300
3.8162,36.0,5.2744,1.029,887.0,2.3404,33.82,-118.11,221900
4.6875,36.0,5.1085,0.9971,857.0,2.5132,33.82,-118.11,218200
4.4196,37.0,6.6085,1.0688,517.0,2.7354,33.83,-118.11,223100
4.918,36.0,6.1695,1.061,899.0,3.0475,33.83,-118.11,225200
5.9265,36.0,6.1995,1.0159,1308.0,2.966,33.83,-118.09,227300
4.8462,36.0,5.753,0.9976,1193.0,2.8337,33.82,-118.1,225700
5.2713,36.0,5.8841,1.0793,915.0,2.7896,33.82,-118.1,244400
5.3735,36.0,5.6818,0.9744,956.0,2.7159,33.83,-118.1,234400
7.6084,20.0,7.2025,1.0721,2292.0,2.6224,33.81,-118.08,402500
5.2299,36.0,5.6035,0.9924,1042.0,2.6313,33.82,-118.09,239800
7.1937,36.0,5.7785,0.9938,846.0,2.6031,33.81,-118.09,254400
3.7031,36.0,6.2768,1.0395,444.0,2.5085,33.81,-118.1,245300
5.1993,36.0,5.2195,0.8902,451.0,2.75,33.81,-118.1,246000
3.9722,36.0,5.8505,0.9766,558.0,2.6075,33.81,-118.11,235600
